# non-physical-nouns.tsv
#
# 16958 single-word English common nouns for which NO sense in Open English
# WordNet 2024 inherits from `physical entity` or `thing`. Every sense of every
# lemma below traces upward to `abstraction`.
#
# Generated: 2026-08-20
#
# ---------------------------------------------------------------------------
# ATTRIBUTION (required — this file is a derivative work)
# ---------------------------------------------------------------------------
# Derived from Open English WordNet 2024
#   https://github.com/globalwordnet/english-wordnet
#   Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0)
#   https://creativecommons.org/licenses/by/4.0/
#
# Cite as:
#   John P. McCrae, Alexandre Rademaker, Francis Bond, Ewa Rudnicka and
#   Christiane Fellbaum (2019) "English WordNet 2019 - An Open-Source WordNet
#   for English." In Proceedings of the 10th Global WordNet Conference (GWC
#   2019), Wroclaw.
#
# CC BY 4.0 permits commercial use and redistribution provided attribution is
# given and changes are indicated. Changes made here: filtered to single-word
# lowercase noun lemmas; removed lemmas having any `physical entity` sense;
# annotated each remaining lemma with its immediate branch(es) under
# `abstraction`; no lexical content was altered.
# ---------------------------------------------------------------------------
#
# FORMAT: lemma<TAB>branches   (branches semicolon-separated when a lemma has
# senses in more than one branch)
#
# Branch counts (as sole branch):
#   attribute: 4983
#   event: 3738
#   psychological feature: 1707
#   communication: 1402
#   measure: 1029
#   group: 586
#   relation: 542
#   right: 8
#   absolute: 1
#   otherworld: 1
#   set: 1
#   (multi-branch lemmas: 2960)
#
# NOTE ON `group`: WordNet files collective nouns (crowd, committee, herd)
# under `abstraction`. 586 lemmas here are group-only and are arguably
# concrete. Filter with: awk -F'\t' '$2 !~ /group/' non-physical-nouns.tsv
#
lemma	branches
apportioning	event
apportionment	event
appositeness	attribute
appraisal	communication;event;psychological feature
appreciation	communication;event;psychological feature
appreciativeness	attribute
apprehension	attribute;event;psychological feature
apprehensiveness	attribute
apprenticeship	event
apprisal	event
appro	attribute
approachability	attribute
approaching	attribute;event
approbation	attribute;communication
appropriateness	attribute
appropriation	event;measure
approval	attribute;communication;event
approving	event
approximation	attribute;communication;event;psychological feature
apraxia	attribute
apriorism	psychological feature
aptitude	psychological feature
aptness	attribute
aqua	attribute
aquaculture	event
aquaphobia	attribute
aquatics	event
aquiculture	event
ar	measure
arability	attribute
arachnophobia	attribute
arbitrage	event
arbitrament	event
arbitrariness	attribute
arbitration	communication;event
arbitrement	event
arboriculture	event
arborolatry	event
arcanum	communication
arccos	relation
arccosecant	relation
arccosine	relation
arccotangent	relation
arcdegree	measure
archaeology	psychological feature
archaicism	communication
archaism	communication
archeology	psychological feature
archery	event
archetype	psychological feature
archidiaconate	attribute
archine	measure
architectonics	psychological feature
archness	attribute
arcminute	measure
arcsec	relation
arcsecant	relation
arcsecond	measure
arcsin	relation
arcsine	relation
arctan	relation
arctangent	relation
ardeb	measure
ardor	attribute
ardour	attribute
arduousness	attribute
are	measure
areflexia	psychological feature
argosy	group
argot	communication
arguing	event
argument	communication;event;psychological feature
argumentation	communication;psychological feature
aria	communication
aridity	attribute
aridness	attribute
arietta	communication
arioso	communication
aristocracy	group
aristocratism	attribute
arithmancy	psychological feature
arithmetic	psychological feature
arity	measure
arles	relation
armada	group
armamentarium	group
armful	measure
arming	event
armistice	attribute
army	group
aroma	attribute;psychological feature
aromatherapy	event
aromaticity	attribute
arpeggio	communication
arpent	measure
arraignment	communication
arrangement	communication;event;group;psychological feature;relation
arranging	event
arrears	attribute;relation
arrest	attribute;event
arrhythmia	attribute
arrivederci	communication
arroba	measure
arrogance	event
arrogation	event
arson	event
arteriectasia	attribute
arteriectasis	attribute
arteriography	event
arteriolosclerosis	attribute
arteriosclerosis	attribute
arteritis	psychological feature
artfulness	attribute
arthralgia	psychological feature
arthritis	attribute
arthrocentesis	event
arthrodesis	event
arthrography	event
arthropathy	attribute
arthroplasty	event
arthroscopy	event
articulateness	attribute
artifice	event
artificialism	group
artificiality	attribute
artistry	psychological feature
artlang	communication
artlessness	attribute
arts	psychological feature
artwork	communication
artworld	group
asana	attribute
asbestosis	attribute
ascariasis	attribute
ascendance	attribute
ascendancy	attribute
ascendence	attribute
ascendency	attribute
ascending	event
ascension	event
ascesis	event
asceticism	attribute;event;psychological feature
ascites	attribute
ascription	psychological feature
asexuality	attribute
aside	communication
asininity	attribute
asking	event
aspect	attribute;psychological feature;relation
asper	measure
aspergillosis	attribute
asperity	attribute
aspersion	communication;event
asphyxia	attribute
asphyxiation	attribute;event
aspirate	relation
assailability	attribute
assassination	communication;event
assault	event
assembler	communication
assembling	event
assent	event
assenting	event
assertion	communication;event
assertiveness	attribute
assessment	attribute;event;psychological feature;relation
asset	attribute
assets	relation
asseveration	communication
assiduity	attribute
assiduousness	attribute
assignation	event
assigning	event
assignment	communication;event;relation
assimilability	attribute
assist	event
assistance	attribute;event;relation
assize	communication
assizes	group
associability	attribute
associableness	attribute
associateship	event
associationism	psychological feature
assonance	communication
assortment	event;group
assuagement	attribute
assumption	attribute;communication;event;psychological feature
assurance	attribute;communication;relation
assuredness	attribute
astasia	attribute
astereognosis	attribute
asterisk	communication
asthenia	attribute
asthenopia	attribute
astheny	attribute
asthma	attribute
astigmatism	attribute
astigmia	attribute
astonishment	attribute
astraphobia	attribute
astringence	psychological feature
astringency	attribute;psychological feature
astrobiology	psychological feature
astrodynamics	psychological feature
astrolatry	event
astrology	psychological feature
astrometry	psychological feature
astronautics	psychological feature
astronavigation	event
astronomy	psychological feature
astrophysics	psychological feature
astuteness	psychological feature
asymmetry	attribute
asymptote	attribute
asynchronism	relation
asynchrony	relation
asynclitism	attribute
asyndeton	communication
asynergia	attribute
asynergy	attribute
asystole	attribute
at	measure
ataraxia	attribute
ataraxis	attribute
atavism	event
ataxia	attribute
ataxy	attribute
atelectasis	attribute
ateleiosis	attribute
ateliosis	attribute
atheism	psychological feature
atherogenesis	attribute
atherosclerosis	attribute
athetosis	attribute
athleticism	attribute
athletics	event
atm	measure
atmospherics	event
atomisation	event
atomism	psychological feature
atomization	event
atonalism	communication
atonality	communication
atonement	event;relation
atonia	attribute
atonicity	attribute
atony	attribute
atopognosia	attribute
atopognosis	attribute
atopy	attribute
atresia	attribute
atrociousness	attribute
atrocity	attribute;event
atrophedema	attribute;psychological feature
atrophy	event;psychological feature
attainability	attribute
attainableness	attribute
attainder	event
attainment	event;psychological feature
attempt	event
attendance	event;group;relation
attending	event;psychological feature
attention	attribute;event;psychological feature
attentiveness	attribute;psychological feature
attenuation	attribute;event
attestation	communication
attitude	attribute;event;psychological feature;relation
attorneyship	event
attosecond	measure
attractiveness	attribute
attribute	attribute;psychological feature
attribution	psychological feature
atypicality	attribute
auction	event
audaciousness	attribute
audacity	attribute
audibility	attribute
audible	psychological feature
audibleness	attribute
audience	attribute;communication;group
audiology	psychological feature
audiometry	event;psychological feature
audit	communication;event
audition	event;psychological feature
augend	measure
aught	measure
augmentation	communication;event
augury	event
aura	attribute;psychological feature
auscultation	event
auspice	event
auspices	event
auspiciousness	attribute
austereness	attribute
austerity	attribute
austral	measure
autarchy	attribute;group
autarky	attribute
authentication	communication;event
authenticity	attribute
authorisation	attribute;communication;event
authoritarianism	group
authorities	group
authorization	attribute;communication;event
authorship	event
autism	psychological feature
autobiography	communication
autochthony	attribute
autocorrect	communication
autocracy	group;psychological feature
autogamy	event
autogenics	event
autograph	communication;relation
autoimmunity	attribute
autolatry	event
automaker	group
automysophobia	attribute
autonomy	attribute
autopsy	event
autosexing	event
autostereotype	psychological feature
autosuggestion	event
autotelism	psychological feature
autotomy	event
autumn	measure
avail	attribute
availability	attribute
availableness	attribute
avalanche	event
avarice	attribute;event
avariciousness	attribute
avaritia	event
average	psychological feature;relation
averageness	attribute
averment	communication
aversion	attribute;event
averting	event
aviation	event;group;psychological feature
avidity	attribute
avidness	attribute
avifauna	group
avionics	psychological feature
avitaminosis	attribute
avo	measure
avocation	event
avoidance	event
avoirdupois	attribute;measure
avouchment	communication
avowal	communication
avulsion	event
awakening	event
award	communication;event;relation
awarding	event
awareness	attribute;psychological feature
awayness	attribute
awe	attribute
awfulness	attribute
awkwardness	attribute;psychological feature
axiology	psychological feature
axiom	communication
ayin	communication
azotaemia	attribute
azotemia	attribute
azoturia	attribute
azure	attribute
azymia	attribute
b	communication;measure
baa	event
babbitting	event
babble	communication
babbling	communication
babel	event
babyhood	attribute;measure
babysitting	event
babytalk	communication
baccalaureate	communication;event
baccarat	event
bacchanalia	event
bachelorhood	attribute;measure
backache	psychological feature
backbeat	attribute
backbend	event
backblast	event
backchat	communication
backdown	event
backfield	group
backfire	event
backflow	event
backflowing	event
backgammon	event
backgrounder	communication
backhand	event
backhander	event
backlash	event
backpacking	event
backsheesh	relation
backsliding	event
backspin	event
backstroke	event
backtalk	event
backwardation	attribute
backwardness	psychological feature
bacteremia	attribute
bacteriaemia	attribute
bacteriemia	attribute
bacteriology	psychological feature
bad	attribute
baddie	event;psychological feature
badge	psychological feature
badgering	event
badinage	communication
badminton	event
badness	attribute
baffled	group
bafflement	attribute
bagascosis	psychological feature
bagassosis	psychological feature
bagful	measure
baht	measure
bail	psychological feature;relation
bailiffship	event
bailment	event
baisa	measure
baiting	event
baiza	measure
baking	event
baksheesh	relation
bakshis	relation
bakshish	relation
balagan	attribute
balancing	event
balanitis	psychological feature
balanoposthitis	psychological feature
balboa	measure
balderdash	communication
baldness	attribute
balefire	event
balefulness	attribute
balkiness	attribute
balkline	communication
ballad	communication
ballade	communication
ballet	communication;event;psychological feature
balletomania	attribute
ballgame	attribute;event
ballistocardiogram	communication
ballooning	event
ballot	communication;event
balloting	event
ballottement	event
ballup	event
ballyhoo	communication
baloney	communication
bam	event
ban	communication;event;measure
banality	communication
bandaging	event
banditry	event
bandwidth	measure
bane	event
banging	event
banishment	attribute;event
bankbook	communication
banking	event
banknote	measure
bankroll	relation
bankruptcy	attribute;event
banning	event
banns	communication
banshee	psychological feature
banshie	psychological feature
banter	communication
banzai	communication
baptism	event
barbarisation	event
barbarism	event
barbarity	attribute;event
barbarization	event
barbarousness	attribute
barbecuing	event
barcarole	communication
barcarolle	communication
bardolatry	event
bareboating	event
bareness	attribute
bargain	communication;relation
bargaining	communication
baring	event
barnful	measure
baronage	group
baronetage	event;group
baronetcy	attribute;relation
baroque	attribute
baroqueness	attribute
barracking	event
barrage	communication;event
barramundi	group
barratry	event
barrelful	measure
barrels	measure
barrenness	attribute
barring	event
barrowful	measure
barter	event
barye	measure
baseline	communication;measure
baseness	attribute
bash	event;group
bashfulness	attribute
basics	communication;psychological feature
basinful	measure
basis	psychological feature;relation
basketful	measure
basketry	event
basophilia	attribute
bastardisation	event
bastardization	communication;event
bastardy	attribute
batch	group;measure
bathe	event
bathing	event
bathos	attribute;communication
bathymetry	event
batrachomyomachia	event
battalion	group;measure
battering	event
battle	event
battue	event
baud	measure
bawbee	measure
bawdiness	attribute
bawdry	communication
bawdy	communication
bayat	communication;event
bazillion	measure
bbl	measure
beads	group
beagling	event
beanball	event
beaner	event
beanfeast	event;group
beano	event
beardedness	attribute
beastliness	attribute
beatification	attribute;event
beating	event
beatitude	attribute
beatniks	group
beats	group
beaut	psychological feature
beauteousness	attribute
beautification	event
bebop	communication;psychological feature
beck	communication
becomingness	attribute
bedevilment	event
bedlam	attribute
bedrest	event
bedsore	attribute
bedtime	psychological feature
beekeeping	event
beep	event
befooling	communication
befoulment	attribute
befuddlement	attribute
beggary	attribute;event
begging	event
beguilement	attribute;event
beguine	communication;event;psychological feature
behalf	attribute;event
behavior	attribute;event
behaviorism	psychological feature
behaviour	attribute;event
behaviourism	psychological feature
beheading	event
behest	event
beholding	psychological feature
beige	attribute
beingness	attribute
beleaguering	event
belief	psychological feature
believability	attribute
believing	psychological feature
belittlement	event
belittling	communication;event
bellicoseness	attribute
bellicosity	attribute
belligerence	attribute
belligerency	attribute;event
belling	communication
bellow	communication
bellowing	communication
bellyache	psychological feature
bellyful	attribute
belonging	attribute
belongings	relation
bemusement	attribute
benchmark	communication;measure
bendability	attribute
bending	attribute;event
bends	attribute
benediction	event
benefaction	event;relation
benefice	relation
beneficence	attribute
benefit	attribute;event;relation
benevolence	attribute;event
benignancy	attribute
benignity	attribute;event
benison	event
bequest	relation
berating	communication
berceuse	communication
bereavement	attribute
beriberi	attribute
beseechingness	attribute
besieging	event
bestowal	event;relation
bestowment	event;relation
bet	event;relation
beta	communication
beth	communication
betise	event
betrayal	attribute;event
betrothal	communication;event
betterment	attribute;event
bevy	group
bewilderment	attribute
bewitchery	attribute
bewitchment	psychological feature
bezant	measure
bezique	event
bezzant	measure
bhakti	event
bias	attribute;psychological feature
bibliography	communication
bibliolatry	event
bibliomania	attribute
bibliotheca	group
bibliotics	psychological feature
bicentenary	measure
bicentennial	measure
bicker	event
bickering	event
bicycling	event
bid	communication;event
biff	event
bifurcation	attribute;event
bigamy	attribute;event
bighead	attribute
bigheartedness	attribute
bigness	attribute
bigotry	psychological feature
bigram	relation
bikers	group
bilabial	relation
bilateralism	attribute
bilaterality	attribute
bilgewater	communication
bilharzia	attribute
bilharziasis	attribute
bilingualism	psychological feature
biliousness	attribute
billiards	event
billing	event
billingsgate	communication
billion	measure
billionth	attribute;measure
billow	event
billyo	measure
billyoh	measure
bimester	measure
bimetallism	attribute
bimillenary	measure
bimillennium	measure
bind	attribute
binful	measure
binge	event
bingle	event
bingo	event
binomial	psychological feature
bioassay	event
bioattack	event
biochemistry	psychological feature
bioclimatology	psychological feature
biodefence	event
biodefense	event
biodiversity	attribute
biodynamics	psychological feature
bioengineering	psychological feature
bioethics	psychological feature
biofeedback	psychological feature
biogeography	psychological feature
biographism	psychological feature
biography	communication
biologism	event
biome	group
biomedicine	psychological feature
biometrics	psychological feature
biometry	psychological feature
bionics	psychological feature
bionomics	psychological feature
biophysics	psychological feature
biopiracy	event
biopsy	event
bioremediation	event;psychological feature
biosafety	attribute
bioscience	psychological feature
biostatistics	psychological feature
biosystematics	psychological feature
biosystematy	psychological feature
biota	group
biotech	psychological feature
biotechnology	psychological feature
bioterrorism	event
biotype	group
bipedalism	attribute
biquadrate	measure
biquadratic	communication;measure;relation
birdnesting	event
birdsong	communication
birling	event
birr	event;measure
birthday	measure
birthmark	attribute
birthrate	relation
birthright	attribute;relation
bisection	event
bishopry	event
bitchery	event
bitchiness	attribute
bitterness	attribute;psychological feature
bivouacking	event
biz	event
bizarreness	attribute
blackball	event
blackening	event
blackhead	attribute
blacklist	communication
blackmail	event
blackness	attribute
blackout	attribute;event;measure
blackwater	attribute
blah	communication
blahs	attribute
blain	attribute
blame	communication
blamelessness	attribute
blameworthiness	attribute
blandishment	communication;event
blandness	attribute
blankness	attribute
blare	event
blaring	event
blarney	communication
blasphemy	communication;event
blastocytoma	attribute
blastoff	event
blastoma	attribute
blatancy	attribute
blather	communication
blatherskite	communication
blaxploitation	event
bleachers	relation
bleakness	attribute
bleat	event
bleeding	attribute
bleep	event
blemish	attribute
blend	event;relation
blending	event
blepharism	psychological feature
blepharitis	psychological feature
blepharospasm	psychological feature
blessedness	attribute
blessing	attribute;event
blether	communication
blight	attribute
blindness	attribute
blip	communication;event
bliss	attribute
blissfulness	attribute
blitheness	attribute
blitz	event
blitzkrieg	event
bloat	attribute;psychological feature
blob	attribute
bloc	group
blocking	event
blog	communication
blondness	attribute
bloodbath	event
bloodguilt	attribute
bloodiness	attribute
bloodletting	event
bloodline	attribute;group
bloodlust	attribute
bloodshed	event
bloodstain	attribute
bloodstock	group
bloodthirstiness	attribute
blooper	event
blot	attribute;event
blotch	attribute
blowout	event
blueness	attribute
blues	attribute;communication;psychological feature
bluetongue	attribute
bluffness	attribute
bluishness	attribute
blunder	event
bluntness	attribute
blur	psychological feature
blurb	communication
blurriness	attribute
boast	event
boastfulness	attribute
boasting	event
boating	event
boatload	measure
boatmanship	psychological feature
bobble	event
bobsledding	event
bocce	event
bocci	event
boccie	event
boding	attribute
bodybuilding	event
bogeyman	psychological feature
bogginess	attribute
bohemia	group
bohemianism	event
boil	attribute;measure
bold	communication
boldface	communication
boldness	attribute
bolivar	measure
bolivia	event
boliviano	measure
bologram	communication
bolograph	communication
boloney	communication
bombardment	communication;event
bombast	communication
bombilation	event
bombination	event
bombing	event
bonding	event;psychological feature;relation
boner	event
bonfire	event
bong	event
bonheur	attribute
bonhomie	attribute
boniness	attribute
bonus	psychological feature;relation
bonyness	attribute
boo	communication
booboisie	group
boodle	event;measure
boogeyman	psychological feature
boogie	communication;psychological feature
bookbinding	event
bookclub	group
bookfair	attribute;event
booking	event
bookishness	attribute
bookkeeping	event
bookplate	communication
boon	attribute
boondoggle	event
boorishness	attribute
boost	attribute;event
bootboys	group
bootlegging	event
booty	relation
boozing	event
bop	communication;psychological feature
bopeep	event
boredom	attribute
boring	event
boringness	attribute
borrowing	event
bosh	communication
bosie	event
bosk	group
bossism	event
botany	group;psychological feature
botch	event
bother	event;psychological feature
botheration	attribute;psychological feature
bottleful	measure
bottler	group
bottomlessness	attribute
botulism	attribute
bouffe	communication;psychological feature
bounce	attribute;event
bounciness	attribute
bouncing	event
boundedness	attribute
boundlessness	attribute
bounteousness	attribute
bountifulness	attribute
bounty	attribute;relation
bourgeoisie	group
boustrophedon	communication
bout	event;measure;psychological feature
bowdlerisation	communication;event
bowdlerization	communication;event
bowing	communication;event;psychological feature
bowlful	measure
bowling	event
bowls	event
boxcars	measure
boxful	measure
boxing	event
boycott	event
boyhood	measure
boyishness	attribute
bpi	attribute
bpm	relation
bps	relation
brachiation	event
brachistochrone	attribute
brachium	attribute
brachycephalism	attribute
brachycephaly	attribute
brachydactylia	attribute
brachydactyly	attribute
brackishness	attribute
bradycardia	attribute
brag	event
braggadocio	event
bragging	event
braille	communication
brainpower	psychological feature
brainstorm	psychological feature
brainstorming	event
brainwashing	event
braising	event
branching	event
branding	event
brandish	communication
brashness	attribute
brattiness	attribute
bravado	communication
braveness	attribute
bravery	attribute
bravura	psychological feature
brawl	event;group
brawn	attribute
brawniness	attribute
bray	event
brazenness	attribute
breadcrumb	measure
breadline	group
breadth	attribute;psychological feature
breakability	attribute
breakableness	attribute
breakage	event;measure;relation
breakaway	event
breakers	event
breaking	event
breakout	event
breakthrough	event;psychological feature
breakup	event
breaststroke	event
breathlessness	psychological feature
breed	group;psychological feature
brethren	group
breve	communication
brevet	communication
brevity	attribute;communication
brewing	event
bribe	relation
bribery	event
bricklaying	event
bricolage	event
bridal	event
brief	communication
briefing	event
briefness	attribute
brierpatch	group
brigade	group
brightness	attribute;psychological feature
brilliance	attribute;psychological feature
brilliancy	attribute
bringing	event
brininess	attribute
brinkmanship	psychological feature
brio	attribute
briskness	attribute
bristliness	attribute
brittleness	attribute
broadcast	communication;event
broadness	attribute
broadsheet	communication
broil	event
broiling	event
brokenheartedness	attribute
bromance	relation
bronchiolitis	attribute
bronchitis	attribute
bronchopneumonia	attribute
bronchospasm	event
brood	group
brotherhood	attribute;group;relation
brouhaha	event
brown	attribute
browning	event
brownness	attribute
